 10/21-09:16	2421.000	2421.800	2418.600	2421.800	           6461	      1.000	           	           	   2428.100	   2428.550	   2430.545	   2426.260	           	     -0.206	     -0.130	     -0.145	      0.000	      1.000	   2426.208	     -2.188	   2428.100	   2428.550	   2430.545	   2426.260	      1.000	      0.000	      2.290	      2.445	      0.000	      4.285	      0.189	     -0.233	      4.285	     -0.450	     -4.460	     -6.300	      0.000	      0.000	      0.000	      1.000	     -2.188	      0.000	      0.000	      0.000	      0.000	      1.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:17	2422.200	2423.200	2421.800	2423.000	           2654	      2.000	           	           	   2427.933	   2428.430	   2430.462	   2426.292	           	     -0.167	     -0.120	     -0.178	      0.000	      2.000	   2424.396	     -1.813	   2427.933	   2428.430	   2430.462	   2426.292	      0.000	      0.000	      2.138	      2.528	      0.000	      4.170	      0.164	     -0.276	      4.170	     -0.497	     -3.292	     -4.933	      0.000	      0.000	      0.000	      0.000	     -1.813	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:18	2423.000	2423.600	2422.200	2423.000	           2075	      3.000	           	           	   2427.767	   2428.317	   2430.393	   2426.323	           	     -0.167	     -0.114	     -0.152	      0.000	      3.000	   2422.604	     -1.792	   2427.767	   2428.317	   2430.393	   2426.323	      0.000	      0.000	      1.993	      2.627	      0.000	      4.070	      0.142	     -0.297	      4.070	     -0.550	     -3.323	     -4.767	      0.000	      0.000	      0.000	      0.000	     -1.792	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:19	2423.200	2423.800	2422.800	2422.800	           1404	      4.000	           	           	   2427.594	   2428.194	   2430.323	   2426.346	           	     -0.173	     -0.123	     -0.138	      0.000	      4.000	   2422.938	      0.333	   2427.594	   2428.194	   2430.323	   2426.346	      0.000	      1.000	      1.847	      2.730	      0.000	      3.977	      0.110	     -0.316	      3.977	     -0.600	     -3.546	     -4.794	      0.000	      0.000	      0.000	      0.000	      0.333	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:20	2422.800	2423.800	2422.000	2423.400	           1546	      5.000	           	           	   2427.440	   2428.080	   2430.257	   2426.374	           	     -0.154	     -0.114	     -0.137	      0.000	      5.000	   2423.063	      0.125	   2427.440	   2428.080	   2430.257	   2426.374	      0.000	      0.000	      1.707	      2.817	      0.000	      3.883	      0.114	     -0.289	      3.883	     -0.641	     -2.974	     -4.040	      0.000	      0.000	      0.000	      0.000	      0.125	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:21	2423.800	2425.000	2423.600	2424.000	           2197	      6.000	           	           	   2427.300	   2427.980	   2430.202	   2426.402	           	     -0.140	     -0.100	     -0.122	      0.000	      6.000	   2423.396	      0.333	   2427.300	   2427.980	   2430.202	   2426.402	      0.000	      0.000	      1.579	      2.902	      0.000	      3.800	      0.110	     -0.260	      3.800	     -0.680	     -2.402	     -3.300	      0.000	      0.000	      0.000	      0.000	      0.333	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:22	2424.000	2424.000	2422.400	2423.000	           1265	      7.000	           	           	   2427.119	   2427.870	   2430.138	   2426.422	           	     -0.181	     -0.110	     -0.118	      0.000	      7.000	   2423.458	      0.063	   2427.119	   2427.870	   2430.138	   2426.422	      0.000	      0.000	      1.448	      3.020	      0.000	      3.717	      0.098	     -0.255	      3.717	     -0.751	     -3.422	     -4.119	      0.000	      0.000	      0.000	      0.000	      0.063	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:23	2423.000	2424.400	2422.800	2424.200	           1162	      8.000	           	           	   2426.979	   2427.776	   2430.088	   2426.441	           	     -0.139	     -0.094	     -0.114	      0.000	      8.000	   2423.729	      0.271	   2426.979	   2427.776	   2430.088	   2426.441	      0.000	      0.000	      1.335	      3.109	      0.000	      3.647	      0.095	     -0.235	      3.647	     -0.797	     -2.241	     -2.779	      0.000	      0.000	      0.000	      0.000	      0.271	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:24	2424.200	2424.200	2423.000	2423.400	            898	      9.000	           	           	   2426.815	   2427.667	   2430.017	   2426.456	           	     -0.165	     -0.109	     -0.122	      0.000	      9.000	   2423.542	     -0.188	   2426.815	   2427.667	   2430.017	   2426.456	      1.000	      0.000	      1.211	      3.202	      0.000	      3.561	      0.083	     -0.240	      3.561	     -0.852	     -3.056	     -3.415	      0.000	      0.000	      0.000	      0.000	     -0.188	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:25	2423.400	2424.400	2422.800	2424.400	           1253	     10.000	           	           	   2426.685	   2427.580	   2429.952	   2426.464	           	     -0.129	     -0.086	     -0.136	      0.000	     10.000	   2424.000	      0.458	   2426.685	   2427.580	   2429.952	   2426.464	      0.000	      1.000	      1.116	      3.266	      0.000	      3.488	      0.062	     -0.250	      3.488	     -0.895	     -2.064	     -2.285	      0.000	      0.000	      0.000	      0.000	      0.458	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:26	2424.400	2424.800	2423.800	2424.600	           1456	     11.000	           	           	   2426.560	   2427.497	   2429.890	   2426.479	           	     -0.125	     -0.083	     -0.126	      0.000	     11.000	   2424.146	      0.146	   2426.560	   2427.497	   2429.890	   2426.479	      0.000	      0.000	      1.018	      3.330	      0.000	      3.412	      0.057	     -0.248	      3.412	     -0.937	     -1.878	     -1.960	      0.000	      0.000	      0.000	      0.000	      0.146	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:27	2424.400	2424.800	2424.000	2424.200	            912	     12.000	           	           	   2426.427	   2427.406	   2429.818	   2426.493	           	     -0.133	     -0.091	     -0.134	      0.000	     12.000	   2424.396	      0.250	   2426.427	   2427.406	   2429.818	   2426.493	      0.000	      0.000	      0.979	      3.391	      0.000	      3.325	      0.052	     -0.270	      3.325	     -0.979	     -2.293	     -2.227	      0.000	      0.000	      0.000	      0.000	      0.250	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:28	2424.400	2425.600	2424.200	2425.400	           1335	     13.000	           	           	   2426.333	   2427.333	   2429.746	   2426.513	           	     -0.094	     -0.073	     -0.144	      0.000	     13.000	   2424.729	      0.333	   2426.333	   2427.333	   2429.746	   2426.513	      0.000	      0.000	      1.000	      3.413	      0.000	      3.234	      0.057	     -0.270	      3.234	     -1.000	     -1.113	     -0.933	      0.000	      0.000	      0.000	      0.000	      0.333	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:29	2425.400	2426.600	2424.600	2424.600	           2271	     14.000	           	           	   2426.206	   2427.247	   2429.667	   2426.534	           	     -0.127	     -0.086	     -0.151	      0.000	     14.000	   2424.729	      0.000	   2426.206	   2427.247	   2429.667	   2426.534	      0.000	      0.000	      1.041	      3.460	      0.000	      3.132	      0.071	     -0.285	      3.132	     -1.041	     -1.934	     -1.606	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:30	2424.800	2426.200	2423.800	2424.600	           1824	     15.000	           	           	   2426.081	   2427.160	   2429.582	   2426.550	           	     -0.125	     -0.086	     -0.165	      0.000	     15.000	   2424.875	      0.146	   2426.081	   2427.160	   2429.582	   2426.550	      0.000	      1.000	      1.079	      3.500	      0.000	      3.032	      0.071	     -0.308	      3.032	     -1.079	     -1.950	     -1.481	      0.000	      0.000	      0.000	      0.000	      0.146	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:31	2424.200	2426.000	2424.200	2424.800	           1704	     16.000	           	           	   2425.958	   2427.083	   2429.493	   2426.570	           	     -0.123	     -0.077	     -0.174	      0.000	     16.000	   2424.667	     -0.208	   2425.958	   2427.083	   2429.493	   2426.570	      1.000	      0.000	      1.125	      3.535	      0.000	      2.923	      0.077	     -0.325	      2.923	     -1.125	     -1.770	     -1.158	      0.000	      0.000	      0.000	      0.000	     -0.208	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
 10/21-09:32	2424.800	2426.000	2424.200	2425.200	           1535	     17.000	           	           	   2425.854	   2427.017	   2429.409	   2426.595	           	     -0.104	     -0.067	     -0.173	      0.000	     17.000	   2424.875	      0.208	   2425.854	   2427.017	   2429.409	   2426.595	      0.000	      1.000	      1.162	      3.554	      0.000	      2.813	      0.083	     -0.338	      2.813	     -1.162	     -1.395	     -0.654	      0.000	      0.000	      0.000	      0.000	      0.208	      0.000	      0.000	      0.000	      0.000	      0.000	      0.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	      1.000	
