 11/27-09:16	2177.200	2177.200	2171.400	2173.000	           4801	   2181.152	   2180.866	   2182.543	           	      0.000	   4801.000	      0.000	      1.000	      1.000	   2173.000	           	           	
 11/27-09:17	2173.000	2173.800	2172.600	2172.600	           1573	   2180.873	   2180.707	   2182.417	           	      0.000	   4801.000	      0.000	      1.000	      2.000	   2172.600	           	           	
 11/27-09:18	2172.600	2172.800	2171.000	2172.000	           2188	   2180.547	   2180.527	   2182.298	           	      0.000	   4801.000	      0.000	      1.000	      3.000	   2172.000	           	           	
 11/27-09:19	2172.000	2172.000	2170.600	2171.000	           1594	   2180.167	   2180.340	   2182.170	           	      0.000	   4801.000	      0.000	      1.000	      4.000	   2171.000	           	           	
 11/27-09:20	2171.200	2172.200	2170.800	2171.600	           1219	   2179.815	   2180.204	   2182.045	           	      0.000	   4801.000	      0.000	      1.000	      5.000	   2171.600	           	           	
 11/27-09:21	2171.400	2171.600	2170.200	2171.600	           1569	   2179.440	   2180.103	   2181.915	           	      0.000	   4801.000	      0.000	      1.000	      6.000	   2171.600	           	           	
 11/27-09:22	2171.600	2171.600	2170.600	2170.800	            770	   2179.040	   2179.973	   2181.768	           	      0.000	   4801.000	      0.000	      1.000	      7.000	   2170.800	           	           	
 11/27-09:23	2170.800	2172.000	2170.200	2171.800	           1272	   2178.680	   2179.894	   2181.637	           	      0.000	   4801.000	      0.000	      1.000	      8.000	   2171.800	           	           	
 11/27-09:24	2171.800	2171.800	2170.800	2170.800	            547	   2178.321	   2179.774	   2181.490	           	      0.000	   4801.000	      0.000	      1.000	      9.000	   2170.800	           	           	
 11/27-09:25	2171.000	2172.200	2170.800	2171.000	            979	   2177.948	   2179.647	   2181.348	   2182.438	      0.000	   4801.000	      0.000	      1.000	     10.000	   2171.000	    -11.438	    -11.438	
 11/27-09:26	2171.000	2171.000	2169.400	2170.200	           2227	   2177.554	   2179.507	   2181.194	   2182.364	      0.000	   4801.000	      0.000	      1.000	     11.000	   2170.200	    -11.438	    -12.164	
 11/27-09:27	2170.000	2171.000	2169.600	2171.000	           1064	   2177.194	   2179.380	   2181.045	   2182.294	      0.000	   4801.000	      0.000	      1.000	     12.000	   2171.000	    -11.294	    -12.164	
 11/27-09:28	2171.000	2171.600	2170.600	2170.600	            762	   2176.840	   2179.187	   2180.896	   2182.223	      0.000	   4801.000	      0.000	      1.000	     13.000	   2170.600	    -11.294	    -12.164	
 11/27-09:29	2170.600	2171.800	2170.600	2171.400	            813	   2176.494	   2179.013	   2180.750	   2182.156	      0.000	   4801.000	      0.000	      1.000	     14.000	   2171.400	    -10.756	    -12.164	
 11/27-09:30	2171.400	2172.000	2171.200	2171.600	           1031	   2176.159	   2178.840	   2180.605	   2182.092	      0.000	   4801.000	      0.000	      1.000	     15.000	   2171.600	    -10.492	    -12.164	
 11/27-09:31	2171.800	2172.400	2171.400	2171.400	           1173	   2175.800	   2178.664	   2180.462	   2182.026	      0.000	   4801.000	      0.000	      1.000	     16.000	   2171.400	    -10.492	    -12.164	
 11/27-09:32	2171.400	2172.200	2170.600	2172.000	           1230	   2175.474	   2178.487	   2180.327	   2181.960	      0.000	   4801.000	      0.000	      1.000	     17.000	   2172.000	     -9.960	    -12.164	
 11/27-09:33	2171.800	2172.000	2170.600	2171.000	           1235	   2175.160	   2178.294	   2180.178	   2181.894	      0.000	   4801.000	      0.000	      1.000	     18.000	   2171.000	     -9.960	    -12.164	
 11/27-09:34	2171.000	2172.000	2168.400	2172.000	           4280	   2174.900	   2178.100	   2180.042	   2181.834	   4280.000	   4801.000	      1.000	      1.000	     19.000	   2172.000	     -9.834	    -12.164	
 11/27-09:35	2172.000	2174.000	2171.600	2172.800	           3969	   2174.648	   2177.934	   2179.892	   2181.782	   4280.000	   4801.000	      1.000	      1.000	     20.000	   2172.800	     -8.982	    -12.164	
 11/27-09:36	2172.800	2173.200	2172.400	2172.400	           1153	   2174.394	   2177.770	   2179.753	   2181.729	   4280.000	   4801.000	      1.000	      1.000	     21.000	   2172.400	     -8.982	    -12.164	
 11/27-09:37	2172.400	2173.400	2172.400	2172.800	           1101	   2174.127	   2177.624	   2179.638	   2181.675	   4280.000	   4801.000	      1.000	      1.000	     22.000	   2172.800	     -8.875	    -12.164	
 11/27-09:38	2173.000	2173.000	2171.600	2172.000	           1210	   2173.821	   2177.467	   2179.523	   2181.626	   4280.000	   4801.000	      1.000	      1.000	     23.000	   2172.000	     -8.875	    -12.164	
 11/27-09:39	2171.800	2172.400	2171.400	2171.400	            900	   2173.467	   2177.310	   2179.411	   2181.573	   4280.000	   4801.000	      1.000	      1.000	     24.000	   2171.400	     -8.875	    -12.164	
 11/27-09:40	2171.600	2173.800	2170.800	2173.800	           1688	   2173.206	   2177.207	   2179.317	   2181.534	   4280.000	   4801.000	      1.000	      1.000	     25.000	   2173.800	     -7.734	    -12.164	
 11/27-09:41	2173.600	2174.000	2172.400	2172.800	           1635	   2172.933	   2177.097	   2179.215	   2181.497	   4280.000	   4801.000	      1.000	      1.000	     26.000	   2172.800	     -7.734	    -12.164	
 11/27-09:42	2172.800	2173.800	2172.600	2172.800	           1359	   2172.660	   2176.974	   2179.124	   2181.460	   4280.000	   4801.000	      1.000	      1.000	     27.000	   2172.800	     -7.734	    -12.164	
 11/27-09:43	2172.800	2174.600	2172.800	2174.600	           1779	   2172.440	   2176.886	   2179.053	   2181.430	   4280.000	   4801.000	      1.000	      1.000	     28.000	   2174.600	     -6.830	    -12.164	
 11/27-09:44	2174.600	2174.800	2173.600	2174.600	           2147	   2172.254	   2176.790	   2178.977	   2181.406	   4280.000	   4801.000	      1.000	      1.000	     29.000	   2174.600	     -6.806	    -12.164	
 11/27-09:45	2174.600	2176.200	2174.400	2175.200	           3853	   2172.086	   2176.720	   2178.915	   2181.389	   4280.000	   4801.000	      1.000	      1.000	     30.000	   2175.200	     -6.189	    -12.164	
 11/27-09:46	2175.200	2175.400	2173.600	2173.800	           2449	   2172.115	   2176.633	   2178.850	   2181.375	   4280.000	   4801.000	      1.000	      1.000	     31.000	   2173.800	     -6.189	    -12.164	
 11/27-09:47	2173.800	2174.600	2173.600	2174.000	           1047	   2172.160	   2176.517	   2178.777	   2181.364	   4280.000	   4801.000	      1.000	      1.000	     32.000	   2174.000	     -6.189	    -12.164	
 11/27-09:48	2173.800	2174.200	2172.600	2172.600	           2206	   2172.179	   2176.363	   2178.700	   2181.344	   4280.000	   4801.000	      1.000	      1.000	     33.000	   2172.600	     -6.189	    -12.164	
 11/27-09:49	2172.800	2173.200	2172.800	2172.800	           1006	   2172.240	   2176.203	   2178.630	   2181.329	   4280.000	   4801.000	      1.000	      1.000	     34.000	   2172.800	     -6.189	    -12.164	
