 07/26-09:16	2200.800	2201.400	2172.600	2196.800	          12652	      1.000	   2208.087	   2214.821	   2219.050	   2224.267	   2222.642	    -18.021	      0.000	      1.000	
 07/26-09:17	2197.000	2200.800	2192.800	2196.800	           5299	      2.000	   2204.925	   2214.033	   2218.707	   2223.912	   2222.472	    -17.233	      0.000	      0.000	
 07/26-09:18	2197.200	2197.200	2191.600	2194.600	           2924	      3.000	   2201.512	   2213.185	   2218.306	   2223.556	   2222.296	    -18.585	      0.000	      0.000	
 07/26-09:19	2194.400	2196.000	2192.400	2193.600	           1804	      4.000	   2198.325	   2212.315	   2217.827	   2223.198	   2222.140	    -18.715	      0.000	      0.000	
 07/26-09:20	2193.200	2196.000	2193.200	2193.800	           2157	      5.000	   2195.125	   2211.433	   2217.341	   2222.874	   2221.986	    -17.633	      0.000	      0.000	
 07/26-09:21	2195.000	2199.000	2193.600	2196.200	           5890	      6.000	   2195.000	   2210.673	   2216.877	   2222.540	   2221.845	    -14.473	      0.000	      0.000	
 07/26-09:22	2196.400	2199.600	2195.600	2199.400	           3739	      7.000	   2195.512	   2210.006	   2216.467	   2222.217	   2221.766	    -10.606	      0.000	      0.000	
 07/26-09:23	2199.400	2205.000	2198.800	2199.000	           4193	      8.000	   2196.400	   2209.340	   2216.123	   2221.890	   2221.710	    -10.340	      0.000	      0.000	
 07/26-09:24	2198.800	2201.200	2197.600	2199.000	           2219	      9.000	   2197.475	   2208.652	   2215.753	   2221.632	   2221.643	     -9.652	      0.000	      0.000	
 07/26-09:25	2198.800	2199.600	2196.000	2198.800	           2154	     10.000	   2198.475	   2207.954	   2215.420	   2221.307	   2221.587	     -9.154	      0.000	      0.000	
 07/26-09:26	2199.400	2201.200	2198.200	2200.600	           2173	     11.000	   2199.363	   2207.348	   2215.077	   2220.952	   2221.530	     -6.748	      0.000	      0.000	
 07/26-09:27	2200.400	2200.400	2186.200	2191.200	           7640	     12.000	   2197.725	   2206.454	   2214.597	   2220.553	   2221.438	    -15.254	      0.000	      0.000	
 07/26-09:28	2191.000	2192.000	2188.200	2191.200	           3586	     13.000	   2196.163	   2205.546	   2214.090	   2220.178	   2221.352	    -14.346	      0.000	      0.000	
 07/26-09:29	2191.200	2191.200	2189.000	2189.200	           1894	     14.000	   2194.200	   2204.646	   2213.456	   2219.806	   2221.240	    -15.446	      0.000	      0.000	
 07/26-09:30	2189.400	2195.600	2188.800	2195.600	           2265	     15.000	   2193.563	   2204.081	   2212.894	   2219.483	   2221.150	     -8.481	      0.000	      0.000	
 07/26-09:31	2196.200	2201.000	2196.000	2197.400	           4894	     16.000	   2192.913	   2203.594	   2212.333	   2219.180	   2221.058	     -6.194	      0.000	      0.000	
 07/26-09:32	2197.200	2198.200	2191.200	2195.000	           3277	     17.000	   2193.675	   2202.994	   2211.759	   2218.900	   2220.958	     -7.994	      0.000	      0.000	
 07/26-09:33	2194.600	2203.000	2194.200	2202.800	           4978	     18.000	   2196.000	   2202.667	   2211.320	   2218.673	   2220.898	      0.133	      0.000	      0.000	
 07/26-09:34	2203.600	2207.000	2202.200	2202.200	           5493	     19.000	   2198.600	   2202.306	   2210.976	   2218.405	   2220.828	     -0.106	      0.000	      0.000	
 07/26-09:35	2201.600	2205.000	2199.200	2203.600	           3890	     20.000	   2200.200	   2201.973	   2210.683	   2218.155	   2220.791	      1.627	      0.000	      0.000	
 07/26-09:36	2203.400	2203.800	2199.000	2200.400	           3719	     21.000	   2200.800	   2201.552	   2210.340	   2217.911	   2220.747	     -1.152	      0.000	      0.000	
 07/26-09:37	2200.200	2201.800	2196.800	2198.400	           3636	     22.000	   2201.488	   2201.027	   2209.938	   2217.615	   2220.692	     -2.627	      0.000	      0.000	
 07/26-09:38	2198.400	2199.800	2196.600	2199.400	           2362	     23.000	   2200.800	   2200.533	   2209.544	   2217.357	   2220.638	     -1.134	      0.000	      0.000	
 07/26-09:39	2199.600	2203.800	2192.200	2193.000	           4842	     24.000	   2198.962	   2199.879	   2209.036	   2217.035	   2220.556	     -6.879	      0.000	      0.000	
 07/26-09:40	2193.200	2194.000	2190.000	2190.400	           5241	     25.000	   2196.313	   2199.125	   2208.493	   2216.725	   2220.458	     -8.725	      0.000	      0.000	
 07/26-09:41	2191.000	2197.000	2190.600	2196.600	           4038	     26.000	   2195.563	   2198.621	   2208.033	   2216.482	   2220.374	     -2.021	      0.000	      0.000	
 07/26-09:42	2196.200	2196.200	2190.200	2192.000	           3735	     27.000	   2194.275	   2197.933	   2207.477	   2216.130	   2220.289	     -5.933	      0.000	      0.000	
 07/26-09:43	2191.600	2192.200	2188.200	2189.400	           4449	     28.000	   2192.275	   2197.192	   2206.917	   2215.750	   2220.180	     -7.792	      0.000	      0.000	
 07/26-09:44	2189.800	2194.000	2189.800	2192.000	           2818	     29.000	   2192.075	   2196.606	   2206.356	   2215.435	   2220.073	     -4.606	      0.000	      0.000	
 07/26-09:45	2192.200	2193.000	2188.000	2190.400	           3464	     30.000	   2192.087	   2195.960	   2205.791	   2215.073	   2219.947	     -5.561	      0.000	      0.000	
 07/26-09:46	2189.600	2195.800	2189.000	2195.800	           4224	     31.000	   2191.925	   2195.927	   2205.374	   2214.767	   2219.847	     -0.127	      0.000	      0.000	
 07/26-09:47	2196.000	2198.600	2195.400	2196.800	           4059	     32.000	   2192.875	   2195.925	   2204.979	   2214.507	   2219.752	      0.875	      0.000	      0.000	
 07/26-09:48	2197.000	2198.600	2196.400	2198.000	           2254	     33.000	   2194.600	   2196.040	   2204.613	   2214.228	   2219.664	      1.960	      0.000	      0.000	
 07/26-09:49	2197.800	2198.000	2196.000	2196.800	           2116	     34.000	   2195.563	   2196.146	   2204.230	   2213.953	   2219.566	      0.654	      0.000	      0.000	
 07/26-09:50	2196.600	2197.800	2194.200	2197.800	           2598	     35.000	   2197.038	   2196.279	   2203.856	   2213.717	   2219.482	      1.521	      0.000	      0.000	
 07/26-09:51	2197.400	2198.000	2194.200	2195.600	           2034	     36.000	   2197.000	   2196.260	   2203.467	   2213.484	   2219.390	     -0.660	      0.000	      0.000	
 07/26-09:52	2195.600	2199.800	2195.400	2197.400	           3402	     37.000	   2197.125	   2196.194	   2203.100	   2213.215	   2219.290	      1.206	      0.000	      0.000	
 07/26-09:53	2198.000	2202.400	2197.800	2199.200	           4405	     38.000	   2197.363	   2196.200	   2202.770	   2212.958	   2219.205	      3.000	      0.000	      0.000	
 07/26-09:54	2199.400	2202.200	2199.200	2201.200	           2918	     39.000	   2198.238	   2196.273	   2202.462	   2212.725	   2219.117	      4.927	      0.000	      0.000	
 07/26-09:55	2201.200	2205.000	2200.800	2204.400	           5357	     40.000	   2199.563	   2196.460	   2202.207	   2212.528	   2218.989	      7.939	      0.000	      0.000	
 07/26-09:56	2204.200	2205.800	2202.400	2204.200	           3791	     41.000	   2201.275	   2196.579	   2201.964	   2212.333	   2218.846	      7.621	      0.000	      0.000	
 07/26-09:57	2204.400	2205.000	2201.600	2203.800	           2972	     42.000	   2202.563	   2197.000	   2201.727	   2212.092	   2218.698	      6.800	      0.000	      0.000	
 07/26-09:58	2204.000	2207.800	2203.200	2205.400	           5171	     43.000	   2203.800	   2197.473	   2201.509	   2211.847	   2218.565	      7.927	      0.000	      0.000	
 07/26-09:59	2205.400	2205.800	2202.000	2204.000	           3068	     44.000	   2204.363	   2197.967	   2201.306	   2211.618	   2218.428	      6.033	      0.000	      0.000	
 07/26-10:00	2204.000	2208.000	2201.600	2208.000	           3514	     45.000	   2205.075	   2198.379	   2201.230	   2211.423	   2218.290	      9.621	      0.000	      0.000	
 07/26-10:01	2208.400	2216.000	2207.600	2213.600	          10571	     46.000	   2206.962	   2198.921	   2201.257	   2211.315	   2218.198	     14.679	      0.000	      0.000	
 07/26-10:02	2213.400	2215.400	2212.200	2212.400	           4317	     47.000	   2208.675	   2199.500	   2201.247	   2211.223	   2218.087	     12.900	      0.000	      0.000	
 07/26-10:03	2212.200	2215.000	2211.200	2214.200	           3250	     48.000	   2210.438	   2199.879	   2201.273	   2211.136	   2217.986	     14.321	      0.000	      0.000	
 07/26-10:04	2214.200	2218.000	2209.800	2210.200	           6913	     49.000	   2211.688	   2200.148	   2201.227	   2211.020	   2217.863	     10.052	      0.000	      0.000	
 07/26-10:05	2210.600	2215.000	2210.200	2211.200	           3815	     50.000	   2212.325	   2200.400	   2201.187	   2210.938	   2217.757	     10.800	      0.000	      0.000	
 07/26-10:06	2210.400	2210.600	2205.200	2207.200	           5596	     51.000	   2211.038	   2200.627	   2201.090	   2210.827	   2217.612	      6.573	      0.000	      0.000	
